AREA,PERIMETER,MAJOR_AXIS,MINOR_AXIS,ECCENTRICITY,EQDIASQ,SOLIDITY,CONVEX_AREA,EXTENT,ASPECT_RATIO,ROUNDNESS,COMPACTNESS,SHAPEFACTOR_1,SHAPEFACTOR_2,SHAPEFACTOR_3,SHAPEFACTOR_4,class
7769,347.256,141.4819,70.891,0.8654,99.4575,0.9771,7951,0.7819,1.9958,0.8096,0.703,0.0182,0.0091,0.4942,0.9862,Arborio
8862,363.742,141.6803,80.3944,0.8234,106.2236,0.9757,9083,0.6646,1.7623,0.8417,0.7497,0.016,0.0091,0.5621,0.9906,Arborio
8550,367.105,151.0901,73.0151,0.8755,104.3369,0.9697,8817,0.7601,2.0693,0.7973,0.6906,0.0177,0.0085,0.4769,0.9868,Arborio
6109,300.012,107.4698,74.6416,0.7195,88.1942,0.9671,6317,0.6254,1.4398,0.8529,0.8206,0.0176,0.0122,0.6735,0.9696,Arborio
7101,331.262,131.194,69.8881,0.8463,95.0856,0.9715,7309,0.6594,1.8772,0.8132,0.7248,0.0185,0.0098,0.5253,0.9861,Arborio
7044,331.956,131.8301,69.1263,0.8515,94.7032,0.9686,7272,0.7266,1.9071,0.8033,0.7184,0.0187,0.0098,0.5161,0.9842,Arborio
6957,328.401,136.1076,65.3275,0.8773,94.1166,0.9783,7111,0.6722,2.0835,0.8106,0.6915,0.0196,0.0094,0.4782,0.9962,Arborio
6761,311.451,118.8812,73.651,0.785,92.7813,0.9836,6874,0.647,1.6141,0.8759,0.7805,0.0176,0.0109,0.6091,0.9832,Arborio
7471,335.316,132.6412,72.9982,0.8349,97.5314,0.9688,7712,0.654,1.817,0.835,0.7353,0.0178,0.0098,0.5407,0.9824,Arborio
6861,319.494,128.6704,68.7304,0.8454,93.465,0.9815,6990,0.7761,1.8721,0.8446,0.7264,0.0188,0.01,0.5276,0.9878,Arborio
8463,358.446,147.4157,73.4697,0.867,103.8047,0.9859,8584,0.7337,2.0065,0.8277,0.7042,0.0174,0.0087,0.4958,0.9949,Arborio
7166,333.635,138.6667,66.4706,0.8776,95.5198,0.9826,7293,0.7925,2.0861,0.809,0.6888,0.0194,0.0093,0.4745,0.9899,Arborio
6152,314.816,134.573,58.6078,0.9002,88.5041,0.981,6271,0.5875,2.2962,0.78,0.6577,0.0219,0.0095,0.4325,0.9931,Arborio
7560,344.19,142.0623,68.4572,0.8762,98.1106,0.9749,7755,0.6235,2.0752,0.8019,0.6906,0.0188,0.0091,0.477,0.9898,Arborio
6498,307.761,117.9816,71.3408,0.7965,90.9588,0.9766,6654,0.6275,1.6538,0.8621,0.771,0.0182,0.011,0.5944,0.983,Arborio
7591,338.607,139.418,69.8161,0.8656,98.3116,0.9852,7705,0.6687,1.9969,0.832,0.7052,0.0184,0.0092,0.4972,0.993,Arborio
8158,361.014,145.537,73.2225,0.8642,101.9171,0.9673,8434,0.6012,1.9876,0.7866,0.7003,0.0178,0.009,0.4904,0.9747,Arborio
8391,362.334,147.8195,72.982,0.8696,103.3622,0.9726,8627,0.6609,2.0254,0.8032,0.6992,0.0176,0.0087,0.4889,0.9903,Arborio
8554,367.943,143.0235,77.7216,0.8395,104.3614,0.9596,8914,0.6368,1.8402,0.794,0.7297,0.0167,0.0091,0.5324,0.9798,Arborio
6810,328.914,136.2298,64.2784,0.8817,93.1169,0.9794,6953,0.7647,2.1194,0.791,0.6835,0.02,0.0094,0.4672,0.9902,Arborio
7941,352.053,146.0068,69.8551,0.8781,100.5525,0.9822,8085,0.6659,2.0901,0.8051,0.6887,0.0184,0.0088,0.4743,0.9913,Arborio
7931,350.441,138.6514,74.2638,0.8445,100.4891,0.9665,8206,0.7132,1.867,0.8115,0.7248,0.0175,0.0094,0.5253,0.9807,Arborio
7734,341.789,138.2769,72.3994,0.852,99.2332,0.9806,7887,0.7753,1.9099,0.832,0.7176,0.0179,0.0094,0.515,0.9836,Arborio
8088,360.431,149.3481,69.8644,0.8838,101.4789,0.9793,8259,0.7048,2.1377,0.7824,0.6795,0.0185,0.0086,0.4617,0.987,Arborio
8190,355.089,143.6907,73.5578,0.859,102.1168,0.977,8383,0.7845,1.9534,0.8162,0.7107,0.0175,0.009,0.5051,0.9866,Arborio
6159,294.261,117.3157,67.1607,0.8199,88.5544,0.9845,6256,0.8239,1.7468,0.8938,0.7548,0.019,0.0109,0.5698,0.9953,Arborio
8388,354.654,143.1794,75.3893,0.8502,103.3438,0.9774,8582,0.6467,1.8992,0.838,0.7218,0.0171,0.009,0.521,0.9894,Arborio
7617,346.19,137.666,71.8074,0.8532,98.4798,0.9602,7933,0.6767,1.9172,0.7987,0.7154,0.0181,0.0094,0.5117,0.9811,Arborio
7999,349.555,143.6867,71.5266,0.8673,100.919,0.9846,8124,0.7991,2.0089,0.8226,0.7024,0.018,0.0089,0.4933,0.991,Arborio
6488,314.599,130.1739,64.4375,0.8689,90.8888,0.9827,6602,0.6393,2.0202,0.8238,0.6982,0.0201,0.0099,0.4875,0.9848,Arborio
9132,374.019,153.279,76.4927,0.8666,107.8296,0.9814,9305,0.7702,2.0038,0.8203,0.7035,0.0168,0.0084,0.4949,0.9917,Arborio
8308,362.698,149.7926,71.6161,0.8783,102.8498,0.9772,8502,0.6541,2.0916,0.7936,0.6866,0.018,0.0086,0.4714,0.9861,Arborio
8376,364.313,152.7175,70.168,0.8882,103.2698,0.9855,8499,0.6059,2.1765,0.793,0.6762,0.0182,0.0084,0.4573,0.9952,Arborio
8161,355.745,144.3647,72.5368,0.8646,101.9358,0.9747,8373,0.6464,1.9902,0.8104,0.7061,0.0177,0.0089,0.4986,0.9923,Arborio
5599,286.619,112.6032,64.428,0.8201,84.4326,0.9751,5742,0.7865,1.7477,0.8565,0.7498,0.0201,0.0115,0.5622,0.9826,Arborio
7456,345.255,142.988,67.3618,0.8821,97.4334,0.9769,7632,0.7344,2.1227,0.786,0.6814,0.0192,0.009,0.4643,0.9856,Arborio
8885,374.062,155.326,73.53,0.8809,106.3613,0.9847,9023,0.6276,2.1124,0.798,0.6848,0.0175,0.0083,0.4689,0.9905,Arborio
6722,314.716,127.7753,67.6018,0.8486,92.5133,0.9881,6803,0.6561,1.8901,0.8528,0.724,0.019,0.0101,0.5242,0.9908,Arborio
7542,334.512,133.7034,72.966,0.838,97.9937,0.981,7688,0.7927,1.8324,0.847,0.7329,0.0177,0.0097,0.5372,0.9843,Arborio
6692,312.268,122.4644,70.821,0.8158,92.3067,0.9814,6819,0.6355,1.7292,0.8624,0.7537,0.0183,0.0106,0.5681,0.9824,Arborio
8748,360.987,143.5078,78.7791,0.8359,105.5381,0.9793,8933,0.6612,1.8216,0.8436,0.7354,0.0164,0.009,0.5408,0.9852,Arborio
7581,335.107,131.6419,74.4232,0.8249,98.2468,0.9663,7845,0.7761,1.7688,0.8483,0.7463,0.0174,0.0098,0.557,0.9852,Arborio
7547,344.032,139.9578,69.4596,0.8682,98.0262,0.9682,7795,0.6606,2.015,0.8013,0.7004,0.0185,0.0092,0.4906,0.9885,Arborio
8286,353.611,140.6026,76.1204,0.8408,102.7135,0.9793,8461,0.6438,1.8471,0.8327,0.7305,0.017,0.0092,0.5337,0.9857,Arborio
7599,343.477,142.7175,68.2313,0.8783,98.3633,0.9815,7742,0.7591,2.0917,0.8094,0.6892,0.0188,0.009,0.475,0.9936,Arborio
7832,354.889,142.6294,71.53,0.8652,99.86,0.9641,8124,0.7252,1.994,0.7814,0.7001,0.0182,0.0091,0.4902,0.9774,Arborio
6854,317.94,124.1391,71.417,0.8179,93.4173,0.9759,7023,0.6657,1.7382,0.852,0.7525,0.0181,0.0104,0.5663,0.9843,Arborio
7913,355.247,141.4041,72.6987,0.8577,100.375,0.9621,8225,0.631,1.9451,0.7879,0.7098,0.0179,0.0092,0.5039,0.9801,Arborio
6982,324.53,135.6836,65.8242,0.8744,94.2855,0.9838,7097,0.7895,2.0613,0.8331,0.6949,0.0194,0.0094,0.4829,0.9954,Arborio
7682,347.861,141.7187,70.161,0.8689,98.8991,0.9687,7930,0.6659,2.0199,0.7978,0.6979,0.0184,0.0091,0.487,0.9837,Arborio
8218,350.039,141.2747,74.8849,0.848,102.2912,0.9845,8347,0.638,1.8866,0.8428,0.7241,0.0172,0.0091,0.5243,0.989,Arborio
7214,337.283,142.0169,65.269,0.8881,95.8392,0.9804,7358,0.6355,2.1759,0.7969,0.6748,0.0197,0.009,0.4554,0.9909,Arborio
6893,330.799,132.2431,68.4259,0.8557,93.6827,0.9698,7108,0.6401,1.9326,0.7916,0.7084,0.0192,0.0099,0.5018,0.9699,Arborio
8338,357.287,144.9799,74.2899,0.8587,103.0353,0.9743,8558,0.7987,1.9515,0.8208,0.7107,0.0174,0.0089,0.5051,0.9857,Arborio
8067,353.519,145.1201,71.2217,0.8713,101.347,0.9792,8238,0.6302,2.0376,0.8111,0.6984,0.018,0.0088,0.4877,0.9938,Arborio
8164,350.647,142.8237,73.326,0.8581,101.9545,0.9798,8332,0.7628,1.9478,0.8344,0.7138,0.0175,0.009,0.5096,0.9926,Arborio
7809,342.816,137.2063,73.3684,0.845,99.7132,0.9767,7995,0.68,1.8701,0.835,0.7267,0.0176,0.0094,0.5282,0.9877,Arborio
6433,323.444,135.4831,61.3123,0.8917,90.5028,0.9774,6582,0.565,2.2097,0.7727,0.668,0.0211,0.0095,0.4462,0.986,Arborio
7507,336.257,134.4099,72.1129,0.8439,97.7661,0.9713,7729,0.7483,1.8639,0.8343,0.7274,0.0179,0.0096,0.5291,0.9861,Arborio
6712,320.817,130.3835,66.5016,0.8601,92.4445,0.978,6863,0.6655,1.9606,0.8195,0.709,0.0194,0.0099,0.5027,0.9856,Arborio
6840,323.306,132.8031,66.405,0.866,93.3218,0.9819,6966,0.8097,1.9999,0.8223,0.7027,0.0194,0.0097,0.4938,0.9875,Arborio
6991,329.321,137.9636,64.8519,0.8826,94.3463,0.9826,7115,0.6132,2.1274,0.81,0.6838,0.0197,0.0093,0.4676,0.9949,Arborio
7327,339.334,139.6289,67.3147,0.8761,96.5869,0.9754,7512,0.6821,2.0743,0.7996,0.6917,0.0191,0.0092,0.4785,0.9925,Arborio
7374,342.997,138.0554,69.356,0.8646,96.8962,0.9618,7667,0.6828,1.9905,0.7876,0.7019,0.0187,0.0094,0.4926,0.9806,Arborio
6265,311.549,129.5062,61.8857,0.8784,89.3132,0.9821,6379,0.5963,2.0927,0.8111,0.6896,0.0207,0.0099,0.4756,0.9953,Arborio
8079,345.85,136.9497,75.8478,0.8326,101.4224,0.9805,8240,0.7499,1.8056,0.8488,0.7406,0.017,0.0094,0.5485,0.9903,Arborio
7654,352.409,141.9297,70.0059,0.8699,98.7187,0.9442,8106,0.6871,2.0274,0.7745,0.6955,0.0185,0.0091,0.4838,0.9808,Arborio
7889,353.474,144.0754,70.771,0.871,100.2227,0.9806,8045,0.7993,2.0358,0.7934,0.6956,0.0183,0.009,0.4839,0.9851,Arborio
5791,299.886,122.6152,60.6984,0.8689,85.8681,0.9715,5961,0.6759,2.0201,0.8092,0.7003,0.0212,0.0105,0.4904,0.9907,Arborio
5654,295.948,122.3591,59.477,0.8739,84.8463,0.9859,5735,0.7536,2.0573,0.8112,0.6934,0.0216,0.0105,0.4808,0.9892,Arborio
5649,288.69,116.6089,62.366,0.845,84.8088,0.9838,5742,0.6262,1.8698,0.8518,0.7273,0.0206,0.011,0.529,0.989,Arborio
7683,338.973,137.6217,71.7827,0.8532,98.9055,0.983,7816,0.6533,1.9172,0.8403,0.7187,0.0179,0.0093,0.5165,0.9902,Arborio
7678,333.677,131.0134,75.8625,0.8153,98.8733,0.9832,7809,0.7981,1.727,0.8666,0.7547,0.0171,0.0099,0.5695,0.9836,Arborio
7748,343.174,137.9853,71.9547,0.8533,99.323,0.9823,7888,0.6494,1.9177,0.8267,0.7198,0.0178,0.0093,0.5181,0.9936,Arborio
6047,295.89,115.4825,67.3051,0.8126,87.7455,0.9767,6191,0.7566,1.7158,0.8679,0.7598,0.0191,0.0111,0.5773,0.9906,Arborio
7461,343.636,136.8858,70.8494,0.8556,97.4661,0.954,7821,0.6233,1.9321,0.794,0.712,0.0183,0.0095,0.507,0.9795,Arborio
8816,370.135,152.0036,74.5892,0.8713,105.9475,0.9791,9004,0.6188,2.0379,0.8087,0.697,0.0172,0.0085,0.4858,0.99,Arborio
6761,320.114,130.2811,66.687,0.8591,92.7813,0.9831,6877,0.782,1.9536,0.8291,0.7122,0.0193,0.0099,0.5072,0.9908,Arborio
6839,331.056,132.3843,67.2122,0.8615,93.315,0.9626,7105,0.6247,1.9696,0.7842,0.7049,0.0194,0.0098,0.4969,0.9786,Arborio
7160,335.947,139.5706,66.0248,0.881,95.4798,0.9772,7327,0.5919,2.1139,0.7972,0.6841,0.0195,0.0092,0.468,0.9893,Arborio
7100,317.93,119.7459,76.4547,0.7696,95.0789,0.9776,7263,0.7616,1.5662,0.8827,0.794,0.0169,0.0108,0.6304,0.9874,Arborio
7576,335.475,135.7572,71.6287,0.8495,98.2144,0.9817,7717,0.6551,1.8953,0.8459,0.7235,0.0179,0.0095,0.5234,0.992,Arborio
8166,356.751,144.9826,72.6521,0.8654,101.967,0.9804,8329,0.7768,1.9956,0.8063,0.7033,0.0178,0.0089,0.4946,0.9871,Arborio
6778,332.417,137.814,63.8137,0.8863,92.8979,0.9722,6972,0.5778,2.1596,0.7708,0.6741,0.0203,0.0094,0.4544,0.9813,Arborio
7581,335.943,136.1954,71.48,0.8512,98.2468,0.9822,7718,0.758,1.9054,0.8441,0.7214,0.018,0.0094,0.5204,0.9915,Arborio
5073,280.13,114.0342,57.4545,0.8638,80.3688,0.9761,5197,0.6081,1.9848,0.8124,0.7048,0.0225,0.0113,0.4967,0.9859,Arborio
7298,333.651,130.6251,72.1085,0.8338,96.3956,0.9725,7504,0.7517,1.8115,0.8238,0.738,0.0179,0.0099,0.5446,0.9865,Arborio
8054,360.02,148.2753,69.964,0.8817,101.2654,0.9684,8317,0.6061,2.1193,0.7809,0.683,0.0184,0.0087,0.4664,0.9885,Arborio
7915,345.69,139.5016,73.568,0.8496,100.3877,0.9826,8055,0.6206,1.8962,0.8323,0.7196,0.0176,0.0093,0.5178,0.982,Arborio
7505,343.445,139.3725,69.5619,0.8665,97.7531,0.9638,7787,0.6714,2.0036,0.7996,0.7014,0.0186,0.0093,0.4919,0.9856,Arborio
8538,351.858,141.6573,77.0966,0.8389,104.2637,0.9867,8653,0.6595,1.8374,0.8666,0.736,0.0166,0.009,0.5417,0.9954,Arborio
7477,337.028,134.7173,71.6273,0.8469,97.5705,0.9727,7687,0.64,1.8808,0.8272,0.7243,0.018,0.0096,0.5246,0.9866,Arborio
8270,355.014,143.1908,74.5372,0.8538,102.6143,0.9755,8478,0.7761,1.9211,0.8246,0.7166,0.0173,0.009,0.5136,0.9866,Arborio
7243,336.778,136.8648,68.6435,0.8651,96.0316,0.9775,7410,0.7073,1.9938,0.8025,0.7017,0.0189,0.0095,0.4923,0.9816,Arborio
8002,354.22,143.628,72.3066,0.864,100.9379,0.9725,8228,0.6724,1.9864,0.8014,0.7028,0.0179,0.009,0.4939,0.9811,Arborio
8332,356.887,145.8573,73.6,0.8634,102.9982,0.9772,8526,0.6194,1.9818,0.822,0.7062,0.0175,0.0088,0.4987,0.9882,Arborio
7559,340.476,136.3233,71.7567,0.8503,98.1041,0.9821,7697,0.6367,1.8998,0.8194,0.7196,0.018,0.0095,0.5179,0.9839,Arborio
7528,334.305,130.6728,74.1812,0.8232,97.9027,0.9764,7710,0.7503,1.7615,0.8465,0.7492,0.0174,0.0099,0.5613,0.9888,Arborio
7392,331.51,134.3178,70.7699,0.8499,97.0144,0.9831,7519,0.7995,1.898,0.8452,0.7223,0.0182,0.0096,0.5217,0.9901,Arborio
7763,345.081,137.94,72.6773,0.8499,99.4191,0.9733,7976,0.7493,1.898,0.8192,0.7207,0.0178,0.0094,0.5195,0.9859,Arborio
7450,341.285,142.2017,67.134,0.8815,97.3942,0.9801,7601,0.7549,2.1182,0.8038,0.6849,0.0191,0.009,0.4691,0.9936,Arborio
6165,381.958,179.952,44.4737,0.969,88.5975,0.9654,6386,0.4857,4.0463,0.531,0.4923,0.0292,0.0072,0.2424,0.9808,Basmati
7793,411.838,192.0211,51.9933,0.9626,99.611,0.981,7944,0.4005,3.6932,0.5774,0.5188,0.0246,0.0067,0.2691,0.9938,Basmati
7493,443.373,211.2185,45.4901,0.9765,97.6749,0.9676,7744,0.4108,4.6432,0.479,0.4624,0.0282,0.0061,0.2138,0.9929,Basmati
8616,452.799,214.6207,52.0246,0.9702,104.7389,0.9781,8809,0.5539,4.1254,0.5281,0.488,0.0249,0.006,0.2382,0.9825,Basmati
6810,426.615,204.8273,43.4619,0.9772,93.1169,0.9684,7032,0.3372,4.7128,0.4702,0.4546,0.0301,0.0064,0.2067,0.974,Basmati
7776,412.706,189.7168,52.5843,0.9608,99.5023,0.976,7967,0.6497,3.6079,0.5737,0.5245,0.0244,0.0068,0.2751,0.9924,Basmati
7377,415.089,197.193,48.5085,0.9693,96.9159,0.9661,7636,0.4657,4.0651,0.538,0.4915,0.0267,0.0066,0.2415,0.9819,Basmati
8470,436.348,204.9658,54.1755,0.9644,103.8477,0.9694,8737,0.7528,3.7834,0.559,0.5067,0.0242,0.0064,0.2567,0.9712,Basmati
9019,457.551,217.6866,53.252,0.9696,107.1604,0.9753,9247,0.4097,4.0879,0.5414,0.4923,0.0241,0.0059,0.2423,0.9906,Basmati
7298,437.055,213.8049,43.9774,0.9786,96.3956,0.9767,7472,0.3351,4.8617,0.4801,0.4509,0.0293,0.006,0.2033,0.9882,Basmati
7587,429.632,211.4845,46.2362,0.9758,98.2856,0.983,7718,0.8515,4.574,0.5165,0.4647,0.0279,0.0061,0.216,0.9879,Basmati
7421,425.552,203.0207,47.5244,0.9722,97.2045,0.9789,7581,0.3587,4.2719,0.515,0.4788,0.0274,0.0064,0.2292,0.9793,Basmati
7082,388.242,179.4412,51.455,0.958,94.9583,0.9689,7309,0.6372,3.4873,0.5904,0.5292,0.0253,0.0073,0.28,0.9766,Basmati
8823,434.628,205.2623,55.8003,0.9623,105.9896,0.9773,9028,0.7979,3.6785,0.5869,0.5164,0.0233,0.0063,0.2666,0.9808,Basmati
8427,437.398,207.7209,52.7277,0.9672,103.5837,0.9628,8753,0.76,3.9395,0.5535,0.4987,0.0246,0.0063,0.2487,0.9796,Basmati
8338,451.079,213.7889,50.355,0.9719,103.0353,0.9689,8606,0.48,4.2456,0.515,0.4819,0.0256,0.006,0.2323,0.9862,Basmati
7301,424.219,206.25,45.6952,0.9751,96.4154,0.9723,7509,0.4433,4.5136,0.5098,0.4675,0.0282,0.0063,0.2185,0.9863,Basmati
8432,451.182,215.2459,51.2309,0.9713,103.6145,0.9704,8689,0.4048,4.2015,0.5205,0.4814,0.0255,0.0061,0.2317,0.9736,Basmati
9187,463.657,219.4707,54.0606,0.9692,108.1538,0.9731,9441,0.6109,4.0597,0.537,0.4928,0.0239,0.0059,0.2428,0.9859,Basmati
7655,427.434,201.4831,49.2879,0.9696,98.7251,0.9779,7828,0.5863,4.0879,0.5265,0.49,0.0263,0.0064,0.2401,0.9815,Basmati
5854,381.658,182.3725,41.3917,0.9739,86.3339,0.9766,5994,0.689,4.406,0.505,0.4734,0.0312,0.0071,0.2241,0.9874,Basmati
7724,425.293,195.5765,51.5408,0.9647,99.1691,0.9676,7983,0.3862,3.7946,0.5366,0.5071,0.0253,0.0067,0.2571,0.9756,Basmati
7965,448.589,217.285,47.393,0.9759,100.7043,0.9738,8179,0.4666,4.5847,0.4974,0.4635,0.0273,0.006,0.2148,0.9848,Basmati
6753,414.766,197.9285,44.2068,0.9747,92.7264,0.9725,6944,0.3513,4.4773,0.4933,0.4685,0.0293,0.0065,0.2195,0.9827,Basmati
6007,376.73,176.7573,44.3972,0.9679,87.4548,0.9711,6186,0.545,3.9813,0.5319,0.4948,0.0294,0.0074,0.2448,0.9746,Basmati
8734,457.513,216.3907,52.4021,0.9702,105.4537,0.9674,9028,0.5338,4.1294,0.5243,0.4873,0.0248,0.006,0.2375,0.9807,Basmati
6297,368.122,170.2756,48.0471,0.9594,89.541,0.9752,6457,0.4895,3.5439,0.5839,0.5259,0.027,0.0076,0.2765,0.98,Basmati
6874,386.662,179.5862,49.4251,0.9614,93.5535,0.9645,7127,0.4131,3.6335,0.5778,0.5209,0.0261,0.0072,0.2714,0.9861,Basmati
8141,455.617,221.26,47.806,0.9764,101.8108,0.9712,8382,0.7082,4.6283,0.4928,0.4601,0.0272,0.0059,0.2117,0.9799,Basmati
9253,460.722,213.2774,56.9774,0.9637,108.5416,0.9678,9561,0.3934,3.7432,0.5478,0.5089,0.023,0.0062,0.259,0.9695,Basmati
5508,370.53,177.6689,40.0369,0.9743,83.7437,0.9685,5687,0.4079,4.4376,0.5041,0.4713,0.0323,0.0073,0.2222,0.9859,Basmati
6855,407.27,195.7195,45.7571,0.9723,93.4241,0.9701,7066,0.3654,4.2774,0.5193,0.4773,0.0286,0.0067,0.2279,0.9746,Basmati
9245,473.755,224.7598,53.1195,0.9717,108.4947,0.9678,9553,0.3763,4.2312,0.5176,0.4827,0.0243,0.0057,0.233,0.9859,Basmati
7422,415.83,196.659,48.8465,0.9687,97.211,0.974,7620,0.6889,4.0261,0.5394,0.4943,0.0265,0.0066,0.2443,0.9837,Basmati
6500,369.92,166.2929,50.554,0.9527,90.9728,0.9628,6751,0.4525,3.2894,0.5969,0.5471,0.0256,0.0078,0.2993,0.9845,Basmati
5550,347.602,161.4933,44.3065,0.9616,84.0624,0.9744,5696,0.7884,3.6449,0.5772,0.5205,0.0291,0.008,0.271,0.9876,Basmati
7029,427.463,207.5978,43.5746,0.9777,94.6023,0.9791,7179,0.3776,4.7642,0.4834,0.4557,0.0295,0.0062,0.2077,0.9893,Basmati
7205,417.922,198.5015,46.9477,0.9716,95.7794,0.9748,7391,0.3899,4.2281,0.5184,0.4825,0.0276,0.0065,0.2328,0.9844,Basmati
7107,398.622,184.9083,49.776,0.9631,95.1258,0.9669,7350,0.5006,3.7148,0.562,0.5144,0.026,0.007,0.2647,0.9831,Basmati
7829,415.771,190.2846,53.313,0.9599,99.8408,0.9649,8114,0.4245,3.5692,0.5691,0.5247,0.0243,0.0068,0.2753,0.9826,Basmati
8207,457.324,219.6009,48.5705,0.9752,102.2227,0.9633,8520,0.448,4.5213,0.4931,0.4655,0.0268,0.0059,0.2167,0.9797,Basmati
7496,448.532,216.2918,44.7163,0.9784,97.6944,0.9726,7707,0.3308,4.837,0.4682,0.4517,0.0289,0.006,0.204,0.9868,Basmati
6345,403.915,191.5556,42.3097,0.9753,89.8816,0.9799,6475,0.3356,4.5275,0.4887,0.4692,0.0302,0.0067,0.2202,0.9968,Basmati
5947,371.38,174.9989,44.1037,0.9677,87.017,0.9775,6084,0.4998,3.9679,0.5418,0.4972,0.0294,0.0074,0.2473,0.9811,Basmati
7358,408.876,191.3108,50.3119,0.9648,96.791,0.9623,7646,0.4042,3.8025,0.5531,0.5059,0.026,0.0068,0.256,0.9733,Basmati
7210,405.968,187.825,51.2294,0.9621,95.8126,0.9442,7636,0.4414,3.6664,0.5497,0.5101,0.0261,0.0071,0.2602,0.9541,Basmati
7549,410.553,196.1553,49.3379,0.9679,98.0392,0.9786,7714,0.8321,3.9758,0.5628,0.4998,0.026,0.0065,0.2498,0.9932,Basmati
7622,425.232,205.1781,47.8097,0.9725,98.5121,0.9759,7810,0.7896,4.2916,0.5297,0.4801,0.0269,0.0063,0.2305,0.9893,Basmati
7776,451.888,216.7976,47.2888,0.9759,99.5023,0.9589,8109,0.6367,4.5845,0.4785,0.459,0.0279,0.0061,0.2106,0.9657,Basmati
7087,398.242,186.3397,49.3022,0.9644,94.9918,0.9724,7288,0.5121,3.7795,0.5615,0.5098,0.0263,0.007,0.2599,0.9822,Basmati
8804,472.395,224.2672,51.0674,0.9737,105.8754,0.9736,9043,0.3926,4.3916,0.4958,0.4721,0.0255,0.0058,0.2229,0.9788,Basmati
6628,416.627,201.8028,42.3453,0.9777,91.8642,0.9736,6808,0.3332,4.7656,0.4798,0.4552,0.0304,0.0064,0.2072,0.9876,Basmati
7093,417.387,198.2796,46.3649,0.9723,95.032,0.9712,7303,0.4701,4.2765,0.5116,0.4793,0.028,0.0065,0.2297,0.9824,Basmati
7699,414.103,191.8081,51.8921,0.9627,99.0084,0.9712,7927,0.6305,3.6963,0.5642,0.5162,0.0249,0.0067,0.2664,0.9849,Basmati
8698,442.192,205.241,55.0938,0.9633,105.2361,0.9714,8954,0.4349,3.7253,0.559,0.5127,0.0236,0.0063,0.2629,0.9794,Basmati
7764,464.561,226.9746,44.364,0.9807,99.4255,0.9688,8014,0.3942,5.1162,0.4521,0.438,0.0292,0.0057,0.1919,0.9817,Basmati
9316,479.121,229.7491,52.3953,0.9736,108.9105,0.9747,9558,0.6942,4.3849,0.51,0.474,0.0247,0.0056,0.2247,0.9854,Basmati
6921,409.771,197.0775,45.1528,0.9734,93.8727,0.9781,7076,0.4521,4.3647,0.518,0.4763,0.0285,0.0065,0.2269,0.9903,Basmati
7930,441.59,211.9081,48.2364,0.9737,100.4828,0.9736,8145,0.3925,4.3931,0.511,0.4742,0.0267,0.0061,0.2248,0.9878,Basmati
7154,404.816,190.4878,49.2812,0.966,95.4398,0.9661,7405,0.3904,3.8653,0.5486,0.501,0.0266,0.0069,0.251,0.9703,Basmati
8027,451.818,215.2355,48.4832,0.9743,101.0955,0.9746,8236,0.3471,4.4394,0.4941,0.4697,0.0268,0.006,0.2206,0.9794,Basmati
7529,431.694,202.3212,48.3744,0.971,97.9092,0.9699,7763,0.5244,4.1824,0.5077,0.4839,0.0269,0.0064,0.2342,0.9795,Basmati
6789,414.302,197.8412,44.9772,0.9738,92.9732,0.9577,7089,0.5027,4.3987,0.497,0.4699,0.0291,0.0066,0.2208,0.9714,Basmati
7730,434.092,201.9988,49.7578,0.9692,99.2076,0.9695,7973,0.543,4.0596,0.5155,0.4911,0.0261,0.0064,0.2412,0.9792,Basmati
7394,418.248,193.1302,50.3815,0.9654,97.0275,0.9611,7693,0.4521,3.8334,0.5312,0.5024,0.0261,0.0068,0.2524,0.9675,Basmati
6294,386.377,182.2543,45.3266,0.9686,89.5197,0.9705,6485,0.4033,4.0209,0.5298,0.4912,0.029,0.0072,0.2413,0.9701,Basmati
7036,430.791,205.2112,45.1308,0.9755,94.6494,0.9644,7296,0.7001,4.547,0.4764,0.4612,0.0292,0.0064,0.2127,0.9673,Basmati
6653,412.35,199.693,42.9646,0.9766,92.0373,0.9784,6800,0.4513,4.6478,0.4917,0.4609,0.03,0.0065,0.2124,0.9873,Basmati
6684,405.156,193.9998,44.7552,0.973,92.2515,0.9673,6910,0.455,4.3347,0.5117,0.4755,0.029,0.0067,0.2261,0.9802,Basmati
7375,426.008,205.7693,46.2556,0.9744,96.9027,0.9819,7511,0.3532,4.4485,0.5107,0.4709,0.0279,0.0063,0.2218,0.9866,Basmati
7311,402.825,190.5244,49.6831,0.9654,96.4814,0.9708,7531,0.454,3.8348,0.5662,0.5064,0.0261,0.0068,0.2564,0.9834,Basmati
7643,415.367,193.9295,51.4731,0.9641,98.6477,0.9714,7868,0.6927,3.7676,0.5567,0.5087,0.0254,0.0067,0.2588,0.9749,Basmati
7425,422.574,204.4925,46.8446,0.9734,97.2307,0.9743,7621,0.4136,4.3653,0.5225,0.4755,0.0275,0.0063,0.2261,0.9869,Basmati
8524,440.624,208.1342,52.7091,0.9674,104.1782,0.9707,8781,0.7535,3.9487,0.5517,0.5005,0.0244,0.0062,0.2505,0.9893,Basmati
6260,385.99,182.8296,44.5887,0.9698,89.2775,0.9775,6404,0.3871,4.1004,0.528,0.4883,0.0292,0.0071,0.2384,0.9777,Basmati
